Day,Total Carbs,Fat,Protein,Dietary Fiber,Sugar,Net Carbs,Oz of Water,Mins of Cardio,Weight
1/29/2018,40,168,100,23,7,17,80,0,287
1/30/2018,,,,,,,,,
